Date,Price,Open,High,Low,Vol.,Change %
2018-02-16,"25,219.38","25,165.94","25,432.42","25,149.26",406.73M,0.08%
2018-02-20,"24,964.75","25,124.91","25,179.01","24,884.19",421.51M,-1.01%
2018-02-21,"24,797.78","24,988.06","25,267.99","24,792.99",456.07M,-0.67%
2018-02-22,"24,962.48","24,855.41","25,156.72","24,854.83",378.90M,0.66%
2018-02-23,"25,309.99","25,050.51","25,313.91","25,028.73",335.42M,1.39%
2018-02-26,"25,709.27","25,403.35","25,732.80","25,398.56",473.36M,1.58%
2018-02-27,"25,410.03","25,735.78","25,800.35","25,407.83",438.39M,-1.16%
2018-02-28,"25,029.20","25,485.15","25,576.15","25,022.42",451.87M,-1.50%
2018-03-01,"24,608.98","25,024.04","25,185.35","24,442.56",506.28M,-1.68%
2018-03-02,"24,538.06","24,394.91","24,592.46","24,217.76",437.13M,-0.29%
2018-03-05,"24,874.76","24,471.31","24,961.00","24,387.15",383.91M,1.37%
2018-03-06,"24,884.12","24,965.89","24,995.24","24,708.41",331.77M,0.04%
2018-03-07,"24,801.36","24,758.15","24,849.68","24,535.12",394.07M,-0.33%
2018-03-08,"24,895.21","24,853.41","24,950.49","24,703.05",327.30M,0.38%
2018-03-09,"25,335.74","25,004.89","25,336.33","25,004.89",371.57M,1.77%
2018-03-12,"25,178.61","25,372.44","25,449.15","25,152.02",362.58M,-0.62%
2018-03-13,"25,007.03","25,257.75","25,376.40","24,947.50",447.88M,-0.68%
2018-03-14,"24,758.12","25,086.97","25,130.12","24,668.83",356.83M,-1.00%
2018-03-15,"24,873.66","24,837.29","25,053.87","24,753.29",316.31M,0.47%
2018-03-16,"24,946.51","24,877.34","25,031.00","24,857.09",654.24M,0.29%
2018-03-19,"24,610.91","24,893.69","24,893.69","24,453.14",377.99M,-1.35%
2018-03-20,"24,727.27","24,650.64","24,803.61","24,650.64",342.51M,0.47%
2018-03-21,"24,682.31","24,723.49","24,977.65","24,655.40",343.23M,-0.18%
2018-03-22,"23,957.89","24,526.01","24,526.01","23,938.74",439.28M,-2.93%
2018-03-23,"23,533.20","23,995.18","24,108.47","23,509.06",482.55M,-1.77%
2018-03-26,"24,202.60","23,825.74","24,232.30","23,741.22",479.54M,2.84%
2018-03-27,"23,857.71","24,276.62","24,446.22","23,708.73",524.48M,-1.43%
2018-03-28,"23,848.42","23,883.08","24,092.47","23,728.67",530.04M,-0.04%
2018-03-29,"24,103.11","23,949.18","24,314.30","23,928.13",463.55M,1.07%
2018-04-02,"23,644.19","24,076.60","24,123.80","23,344.52",509.82M,-1.90%
2018-04-03,"24,033.36","23,698.33","24,044.35","23,664.33",394.13M,1.65%
2018-04-04,"24,264.30","23,654.15","24,308.96","23,523.16",388.54M,0.96%
2018-04-05,"24,505.22","24,313.91","24,622.26","24,313.91",347.79M,0.99%
2018-04-06,"23,932.76","24,373.60","24,434.40","23,738.20",395.99M,-2.34%
2018-04-09,"23,979.10","24,037.52","24,373.18","23,954.83",380.79M,0.19%
2018-04-10,"24,408.00","24,198.95","24,511.35","24,198.95",368.59M,1.79%
2018-04-11,"24,189.45","24,274.19","24,366.57","24,150.87",286.36M,-0.90%
2018-04-12,"24,483.05","24,302.82","24,592.12","24,302.82",336.13M,1.21%
2018-04-13,"24,360.14","24,582.82","24,646.45","24,243.74",331.89M,-0.50%
2018-04-16,"24,573.04","24,483.15","24,675.36","24,480.20",305.07M,0.87%
2018-04-17,"24,786.63","24,681.79","24,858.97","24,681.79",342.41M,0.87%
2018-04-18,"24,748.07","24,820.85","24,832.54","24,721.09",302.03M,-0.16%
2018-04-19,"24,664.89","24,711.30","24,762.48","24,557.03",381.11M,-0.34%
2018-04-20,"24,462.94","24,657.39","24,678.07","24,375.04",537.77M,-0.82%
2018-04-23,"24,448.69","24,488.07","24,536.89","24,328.54",351.03M,-0.06%
2018-04-24,"24,024.13","24,579.94","24,579.94","23,828.73",468.18M,-1.74%
2018-04-25,"24,083.83","24,070.20","24,146.34","23,823.08",437.10M,0.25%
2018-04-26,"24,322.34","24,128.72","24,402.46","24,128.72",390.36M,0.99%
2018-04-27,"24,311.19","24,342.14","24,359.38","24,194.45",392.81M,-0.05%
2018-04-30,"24,163.15","24,410.41","24,498.23","24,163.08",416.65M,-0.61%
2018-05-01,"24,099.05","24,117.29","24,117.29","23,808.19",380.07M,-0.27%
2018-05-02,"23,924.98","24,097.63","24,185.52","23,886.30",385.35M,-0.72%
2018-05-03,"23,930.15","23,836.23","23,996.15","23,531.31",389.24M,0.02%
2018-05-04,"24,262.51","23,865.22","24,333.35","23,778.87",329.48M,1.39%
2018-05-07,"24,357.32","24,317.66","24,479.45","24,263.42",307.67M,0.39%
2018-05-08,"24,360.21","24,341.35","24,412.34","24,198.34",344.94M,0.01%
2018-05-09,"24,542.54","24,399.18","24,586.48","24,323.87",361.58M,0.75%
2018-05-10,"24,739.53","24,591.66","24,794.99","24,575.91",304.21M,0.80%
2018-05-11,"24,831.17","24,758.64","24,868.65","24,717.50",274.15M,0.37%
2018-05-14,"24,899.41","24,879.37","24,994.19","24,862.52",282.86M,0.27%
2018-05-15,"24,706.41","24,809.55","24,809.55","24,629.39",301.90M,-0.78%
2018-05-16,"24,768.93","24,722.32","24,801.19","24,672.79",280.81M,0.25%
2018-05-17,"24,713.98","24,752.40","24,839.49","24,639.40",314.65M,-0.22%
2018-05-18,"24,715.09","24,707.72","24,774.97","24,664.87",269.70M,0.00%
2018-05-21,"25,013.29","24,883.06","25,086.49","24,883.06",308.92M,1.21%
2018-05-22,"24,834.41","25,047.55","25,064.99","24,812.06",288.20M,-0.72%
2018-05-23,"24,886.81","24,757.71","24,889.46","24,667.12",399.61M,0.21%
2018-05-24,"24,811.76","24,877.36","24,877.36","24,605.90",347.05M,-0.30%
2018-05-25,"24,753.09","24,781.29","24,824.22","24,687.81",257.21M,-0.24%
2018-05-29,"24,361.45","24,606.59","24,635.18","24,247.84",395.81M,-1.58%
2018-05-30,"24,667.78","24,467.83","24,714.48","24,459.09",324.87M,1.26%
2018-05-31,"24,415.84","24,620.79","24,620.79","24,352.15",429.74M,-1.02%
2018-06-01,"24,635.21","24,542.09","24,673.60","24,542.09",315.71M,0.90%
2018-06-04,"24,813.69","24,727.55","24,859.37","24,722.14",340.40M,0.72%
2018-06-05,"24,799.98","24,820.12","24,838.78","24,710.82",306.34M,-0.06%
2018-06-06,"25,146.39","24,854.14","25,146.46","24,854.14",316.09M,1.40%
2018-06-07,"25,241.41","25,192.14","25,326.09","25,164.48",357.68M,0.38%
2018-06-08,"25,316.53","25,209.29","25,325.63","25,165.70",317.51M,0.30%
2018-06-11,"25,322.31","25,336.67","25,402.83","25,290.20",276.74M,0.02%
2018-06-12,"25,320.73","25,346.82","25,364.37","25,247.04",265.75M,-0.01%
2018-06-13,"25,201.20","25,328.65","25,362.07","25,191.42",329.70M,-0.47%
2018-06-14,"25,175.31","25,254.65","25,332.50","25,138.60",341.17M,-0.10%
2018-06-15,"25,090.48","25,116.71","25,130.82","24,894.38",659.37M,-0.34%
2018-06-18,"24,987.47","24,944.28","25,003.10","24,825.77",337.07M,-0.41%
2018-06-19,"24,700.21","24,763.59","24,763.59","24,567.75",376.38M,-1.15%
2018-06-20,"24,657.80","24,771.17","24,804.76","24,628.39",359.52M,-0.17%
2018-06-21,"24,461.70","24,639.21","24,639.21","24,406.63",349.57M,-0.80%
2018-06-22,"24,580.89","24,526.97","24,663.18","24,526.97",473.97M,0.49%
2018-06-25,"24,252.80","24,463.73","24,463.73","24,084.39",439.13M,-1.33%
2018-06-26,"24,283.11","24,281.89","24,384.21","24,241.22",301.13M,0.12%
2018-06-27,"24,117.59","24,303.11","24,569.02","24,115.82",313.79M,-0.68%
2018-06-28,"24,216.05","24,064.19","24,308.16","23,997.21",305.02M,0.41%
2018-06-29,"24,271.41","24,323.93","24,509.52","24,269.71",329.07M,0.23%
2018-07-02,"24,307.18","24,161.53","24,319.42","24,077.56",244.11M,0.15%
2018-07-03,"24,174.82","24,359.39","24,444.88","24,150.85",160.96M,-0.54%
2018-07-05,"24,356.74","24,285.82","24,372.80","24,177.44",237.67M,0.75%
2018-07-06,"24,456.48","24,352.47","24,520.29","24,281.47",219.45M,0.41%
2018-07-09,"24,776.59","24,519.20","24,796.52","24,518.43",240.58M,1.31%
2018-07-10,"24,919.66","24,806.97","24,945.38","24,806.97",235.04M,0.58%
2018-07-11,"24,700.45","24,789.48","24,815.16","24,663.82",237.37M,-0.88%
2018-07-12,"24,924.89","24,802.90","24,939.97","24,802.90",233.15M,0.91%
2018-07-13,"25,019.41","24,926.07","25,043.21","24,890.06",255.52M,0.38%
2018-07-16,"25,064.36","25,025.58","25,072.41","24,979.64",231.27M,0.18%
2018-07-17,"25,119.89","25,033.92","25,155.39","24,989.61",250.45M,0.22%
2018-07-18,"25,199.29","25,133.79","25,215.32","25,101.12",252.87M,0.32%
2018-07-19,"25,064.50","25,139.15","25,154.17","25,052.62",285.76M,-0.53%
2018-07-20,"25,058.12","25,041.14","25,124.10","24,986.35",274.08M,-0.03%
2018-07-23,"25,044.29","25,036.90","25,081.45","24,983.33",228.82M,-0.06%
2018-07-24,"25,241.94","25,092.43","25,286.62","25,092.43",274.94M,0.79%
2018-07-25,"25,414.10","25,183.70","25,432.87","25,113.55",273.67M,0.68%
2018-07-26,"25,527.07","25,468.55","25,587.24","25,463.16",297.53M,0.44%
2018-07-27,"25,451.06","25,520.52","25,580.22","25,370.07",329.68M,-0.30%
2018-07-30,"25,306.83","25,439.32","25,500.16","25,287.38",296.88M,-0.57%
2018-07-31,"25,415.19","25,345.21","25,490.98","25,345.21",348.70M,0.43%
2018-08-01,"25,333.82","25,461.63","25,488.80","25,278.32",315.88M,-0.32%
2018-08-02,"25,326.16","25,256.45","25,360.48","25,120.07",307.70M,-0.03%
2018-08-03,"25,462.58","25,360.37","25,467.90","25,325.17",239.02M,0.54%
2018-08-06,"25,502.18","25,437.43","25,540.02","25,381.38",238.99M,0.16%
2018-08-07,"25,628.91","25,551.65","25,692.72","25,551.65",239.91M,0.50%
2018-08-08,"25,583.75","25,615.72","25,634.11","25,557.48",217.77M,-0.18%
2018-08-09,"25,509.23","25,589.79","25,613.31","25,492.69",214.97M,-0.29%
2018-08-10,"25,313.14","25,401.19","25,401.19","25,222.88",234.48M,-0.77%
2018-08-13,"25,187.70","25,327.19","25,381.39","25,153.93",219.99M,-0.50%
2018-08-14,"25,299.92","25,215.69","25,339.51","25,201.87",219.21M,0.45%
2018-08-15,"25,162.41","25,235.37","25,235.37","24,965.77",295.81M,-0.54%
2018-08-16,"25,558.73","25,294.97","25,607.34","25,294.97",342.43M,1.58%
2018-08-17,"25,669.32","25,550.80","25,728.16","25,521.66",284.16M,0.43%
2018-08-20,"25,758.69","25,727.70","25,790.17","25,716.41",248.57M,0.35%
2018-08-21,"25,822.29","25,786.99","25,888.82","25,784.90",241.62M,0.25%
2018-08-22,"25,733.60","25,825.06","25,836.16","25,722.43",200.48M,-0.34%
2018-08-23,"25,656.98","25,714.86","25,762.56","25,608.02",213.27M,-0.30%
2018-08-24,"25,790.35","25,688.58","25,826.05","25,688.58",200.33M,0.52%
2018-08-27,"26,049.64","25,882.71","26,067.57","25,882.71",220.51M,1.01%
2018-08-28,"26,064.02","26,092.70","26,122.24","26,037.85",211.47M,0.06%
2018-08-29,"26,124.57","26,082.53","26,167.94","26,035.30",214.96M,0.23%
2018-08-30,"25,986.92","26,099.01","26,104.37","25,934.80",240.44M,-0.53%
2018-08-31,"25,964.82","25,964.85","26,028.83","25,879.77",273.44M,-0.09%
2018-09-04,"25,952.48","25,916.07","25,971.77","25,805.95",254.60M,-0.05%
2018-09-05,"25,974.99","25,919.84","26,011.22","25,871.04",289.21M,0.09%
2018-09-06,"25,995.87","25,973.02","26,073.68","25,880.84",262.38M,0.08%
2018-09-07,"25,916.54","25,951.02","26,002.99","25,818.39",281.35M,-0.31%
2018-09-10,"25,857.07","25,991.91","26,039.96","25,854.13",252.17M,-0.23%
2018-09-11,"25,971.06","25,841.14","26,019.92","25,754.32",265.96M,0.44%
2018-09-12,"25,998.92","25,989.07","26,145.72","25,929.43",282.77M,0.11%
2018-09-13,"26,145.99","26,083.94","26,191.64","26,067.08",260.80M,0.57%
2018-09-14,"26,154.67","26,169.56","26,211.11","26,068.29",228.64M,0.03%
2018-09-17,"26,062.12","26,151.66","26,184.47","26,030.35",230.23M,-0.35%
2018-09-18,"26,246.96","26,076.21","26,317.34","26,076.21",243.00M,0.71%
2018-09-19,"26,405.76","26,287.84","26,464.41","26,280.76",251.33M,0.61%
2018-09-20,"26,656.98","26,519.39","26,697.49","26,519.39",260.48M,0.95%
2018-09-21,"26,743.50","26,726.25","26,769.16","26,680.37",657.62M,0.32%
2018-09-24,"26,562.05","26,705.25","26,709.94","26,548.68",254.85M,-0.68%
2018-09-25,"26,492.21","26,601.58","26,634.85","26,475.58",234.11M,-0.26%
2018-09-26,"26,385.28","26,536.86","26,606.09","26,349.34",262.62M,-0.40%
2018-09-27,"26,439.93","26,418.27","26,557.01","26,379.95",226.35M,0.21%
2018-09-28,"26,458.31","26,407.66","26,515.76","26,383.57",264.03M,0.07%
2018-10-01,"26,651.21","26,598.36","26,737.98","26,596.05",238.32M,0.73%
2018-10-02,"26,773.94","26,648.91","26,824.78","26,627.66",258.29M,0.46%
2018-10-03,"26,828.39","26,833.47","26,951.81","26,789.08",280.13M,0.20%
2018-10-04,"26,627.48","26,784.08","26,793.82","26,471.61",289.60M,-0.75%
2018-10-05,"26,447.05","26,632.77","26,676.16","26,301.81",267.10M,-0.68%
2018-10-08,"26,486.78","26,399.45","26,529.35","26,223.09",273.02M,0.15%
2018-10-09,"26,430.57","26,469.19","26,539.94","26,324.16",282.56M,-0.21%
2018-10-10,"25,598.74","26,441.73","26,441.73","25,593.65",438.20M,-3.15%
2018-10-11,"25,052.83","25,518.39","25,683.64","24,899.77",522.88M,-2.13%
2018-10-12,"25,339.99","25,407.63","25,467.55","25,000.83",397.51M,1.15%
2018-10-15,"25,250.55","25,332.46","25,482.42","25,243.88",287.32M,-0.35%
2018-10-16,"25,798.42","25,351.53","25,817.68","25,351.53",305.80M,2.17%
2018-10-17,"25,706.68","25,705.87","25,810.09","25,479.16",298.21M,-0.36%
2018-10-18,"25,379.45","25,645.56","25,691.46","25,236.01",328.02M,-1.27%
2018-10-19,"25,444.34","25,421.09","25,608.71","25,350.02",350.81M,0.26%
2018-10-22,"25,317.41","25,492.14","25,561.34","25,236.05",314.94M,-0.50%
2018-10-23,"25,191.43","25,038.46","25,307.70","24,768.79",436.43M,-0.50%
2018-10-24,"24,583.42","25,172.88","25,306.23","24,533.19",496.40M,-2.41%
2018-10-25,"24,984.55","24,736.54","25,104.29","24,645.56",439.67M,1.63%
2018-10-26,"24,688.31","24,770.25","24,916.16","24,445.19",505.31M,-1.19%
2018-10-29,"24,442.92","24,818.98","25,040.58","24,122.23",443.85M,-0.99%
2018-10-30,"24,874.64","24,482.04","24,906.68","24,415.69",470.05M,1.77%
2018-10-31,"25,115.76","25,008.82","25,336.55","25,008.82",448.93M,0.97%
2018-11-01,"25,380.74","25,142.08","25,396.47","25,108.11",383.97M,1.06%
2018-11-02,"25,270.83","25,443.60","25,578.98","25,078.72",429.48M,-0.43%
2018-11-05,"25,461.70","25,261.47","25,507.35","25,261.47",334.74M,0.76%
2018-11-06,"25,635.01","25,452.83","25,651.86","25,444.90",265.45M,0.68%
2018-11-07,"26,180.30","25,788.46","26,200.14","25,765.88",361.78M,2.13%
2018-11-08,"26,191.22","26,139.59","26,277.82","26,081.90",295.65M,0.04%
2018-11-09,"25,989.30","26,149.11","26,161.49","25,882.91",324.45M,-0.77%
2018-11-12,"25,387.18","25,959.33","25,966.71","25,340.51",346.91M,-2.32%
2018-11-13,"25,286.49","25,321.21","25,511.03","25,193.78",339.69M,-0.40%
2018-11-14,"25,080.50","25,388.08","25,501.29","24,935.82",384.24M,-0.81%
2018-11-15,"25,289.27","25,061.48","25,354.56","24,787.79",392.75M,0.83%
2018-11-16,"25,413.22","25,242.35","25,510.23","25,147.80",354.46M,0.49%
2018-11-19,"25,017.44","25,392.61","25,392.61","24,900.98",358.09M,-1.56%
2018-11-20,"24,465.64","24,618.68","24,707.26","24,368.98",445.92M,-2.21%
2018-11-21,"24,464.69","24,541.65","24,669.79","24,463.28",289.37M,0.00%
2018-11-23,"24,285.95","24,336.40","24,408.80","24,268.74",155.94M,-0.73%
2018-11-26,"24,640.24","24,364.13","24,673.29","24,364.13",306.28M,1.46%
2018-11-27,"24,748.73","24,557.02","24,750.73","24,416.03",308.25M,0.44%
2018-11-28,"25,366.43","24,832.84","25,368.93","24,832.84",362.16M,2.50%
2018-11-29,"25,338.84","25,343.65","25,479.04","25,202.79",305.11M,-0.11%
2018-11-30,"25,538.46","25,307.14","25,549.71","25,250.97",482.25M,0.79%
2018-12-03,"25,826.43","25,779.57","25,980.21","25,670.51",388.48M,1.13%
2018-12-04,"25,027.07","25,752.56","25,773.12","25,008.11",418.90M,-3.10%
2018-12-06,"24,947.67","24,737.42","24,951.01","24,242.22",471.69M,-0.32%
2018-12-07,"24,388.95","24,918.82","25,095.62","24,284.78",398.23M,-2.24%
2018-12-10,"24,423.26","24,360.95","24,500.81","23,881.37",389.69M,0.14%
2018-12-11,"24,370.24","24,719.91","24,791.26","24,221.06",342.96M,-0.22%
2018-12-12,"24,527.27","24,509.09","24,828.29","24,509.09",344.33M,0.64%
2018-12-13,"24,597.38","24,575.86","24,740.96","24,473.29",299.97M,0.29%
2018-12-14,"24,100.51","24,408.04","24,431.14","24,033.79",416.94M,-2.02%
2018-12-17,"23,592.98","23,986.83","24,088.08","23,456.88",466.74M,-2.11%
2018-12-18,"23,675.64","23,769.13","23,927.77","23,516.02",408.07M,0.35%
2018-12-19,"23,323.66","23,693.33","24,057.34","23,162.64",503.55M,-1.49%
2018-12-20,"22,859.60","23,224.12","23,282.20","22,644.31",576.70M,-1.99%
2018-12-21,"22,445.37","22,871.74","23,254.59","22,396.34",900.51M,-1.81%
2018-12-24,"21,792.20","22,317.28","22,339.87","21,792.20",308.42M,-2.91%
2018-12-26,"22,878.45","21,857.73","22,878.92","21,712.53",433.08M,4.98%
2018-12-27,"23,138.82","22,629.06","23,138.89","22,267.42",407.94M,1.14%
2018-12-28,"23,062.40","23,213.61","23,381.88","22,981.33",336.51M,-0.33%
2018-12-31,"23,327.46","23,153.94","23,333.18","23,118.30",288.83M,1.15%
2019-01-02,"23,346.24","23,058.61","23,413.47","22,928.59",321.57M,0.08%
2019-01-03,"22,686.22","23,176.39","23,176.39","22,638.41",424.24M,-2.83%
2019-01-04,"23,433.16","22,894.92","23,518.64","22,894.92",396.02M,3.29%
2019-01-07,"23,531.35","23,474.26","23,687.74","23,301.59",334.20M,0.42%
2019-01-08,"23,787.45","23,680.32","23,864.65","23,581.45",317.42M,1.09%
2019-01-09,"23,879.12","23,844.27","23,985.45","23,776.56",324.57M,0.39%
2019-01-10,"24,001.92","23,811.11","24,014.78","23,703.25",338.15M,0.51%
2019-01-11,"23,995.95","23,940.01","23,996.32","23,798.16",262.65M,-0.02%
2019-01-14,"23,909.84","23,880.53","23,964.90","23,765.24",277.56M,-0.36%
2019-01-15,"24,065.59","23,914.11","24,099.14","23,887.93",291.57M,0.65%
2019-01-16,"24,207.16","24,139.91","24,288.61","24,119.72",302.83M,0.59%
2019-01-17,"24,370.10","24,147.09","24,474.46","24,088.90",288.59M,0.67%
2019-01-18,"24,706.35","24,534.19","24,750.22","24,459.03",372.97M,1.38%
2019-01-22,"24,404.48","24,607.76","24,607.76","24,244.31",338.48M,-1.22%
2019-01-23,"24,575.62","24,577.25","24,700.98","24,307.17",318.60M,0.70%
2019-01-24,"24,553.24","24,579.96","24,626.30","24,422.73",320.17M,-0.09%
2019-01-25,"24,737.20","24,687.21","24,860.15","24,676.75",376.89M,0.75%
2019-01-28,"24,528.22","24,596.98","24,596.98","24,323.94",347.17M,-0.84%
2019-01-29,"24,579.96","24,519.62","24,674.87","24,504.04",330.87M,0.21%
2019-01-30,"25,014.86","24,826.52","25,109.62","24,790.90",397.33M,1.77%
2019-01-31,"24,999.67","24,954.48","25,049.62","24,842.09",507.35M,-0.06%
2019-02-01,"25,063.89","25,025.31","25,193.15","24,982.49",372.09M,0.26%
2019-02-04,"25,239.37","25,062.12","25,239.91","24,977.67",298.54M,0.70%
2019-02-05,"25,411.52","25,287.93","25,427.32","25,287.65",310.65M,0.68%
2019-02-06,"25,390.30","25,371.57","25,439.04","25,312.06",247.59M,-0.08%
2019-02-07,"25,169.53","25,265.81","25,314.26","25,000.52",295.46M,-0.87%
2019-02-08,"25,106.33","25,042.36","25,106.39","24,883.04",248.21M,-0.25%
2019-02-11,"25,053.11","25,142.81","25,196.75","25,009.10",241.70M,-0.21%
2019-02-12,"25,425.76","25,152.03","25,458.98","25,152.03",278.11M,1.49%
2019-02-13,"25,543.27","25,480.86","25,625.95","25,480.86",263.33M,0.46%
2019-02-14,"25,439.39","25,460.65","25,558.90","25,308.09",313.01M,-0.41%
2019-02-15,"25,883.25","25,564.63","25,883.72","25,564.63",328.53M,1.74%
2019-02-19,"25,891.32","25,849.85","25,961.44","25,820.01",280.62M,0.03%
2019-02-20,"25,954.44","25,872.26","25,986.20","25,846.48",287.88M,0.24%
2019-02-21,"25,850.63","25,922.41","25,938.88","25,762.21",255.71M,-0.40%
2019-02-22,"26,031.81","25,906.27","26,052.90","25,906.27",279.76M,0.70%
2019-02-25,"26,091.95","26,126.15","26,241.42","26,080.66",281.60M,0.23%
2019-02-26,"26,057.98","26,051.61","26,155.29","25,966.01",257.85M,-0.13%
2019-02-27,"25,985.16","25,995.60","26,039.68","25,877.24",255.38M,-0.28%
2019-02-28,"25,916.00","25,984.28","26,029.21","25,896.56",338.52M,-0.27%
2019-03-01,"26,026.32","26,019.67","26,143.92","25,914.37",289.89M,0.43%
2019-03-04,"25,819.65","26,122.19","26,155.98","25,611.55",295.51M,-0.79%
2019-03-05,"25,806.63","25,829.07","25,877.15","25,725.63",252.26M,-0.05%
2019-03-06,"25,673.46","25,818.76","25,837.61","25,633.71",256.25M,-0.52%
2019-03-07,"25,473.23","25,645.45","25,645.45","25,352.55",289.14M,-0.78%
2019-03-08,"25,450.24","25,347.38","25,466.14","25,252.46",270.50M,-0.09%
2019-03-11,"25,650.88","25,208.00","25,661.63","25,208.00",309.79M,0.79%
2019-03-12,"25,554.66","25,600.30","25,675.44","25,522.17",312.52M,-0.38%
2019-03-13,"25,702.89","25,637.23","25,776.49","25,571.31",331.41M,0.58%
2019-03-14,"25,709.94","25,692.31","25,752.84","25,621.31",302.79M,0.03%
2019-03-15,"25,848.87","25,720.96","25,927.91","25,649.70",616.91M,0.54%
2019-03-18,"25,914.10","25,801.88","25,924.77","25,785.66",303.17M,0.25%
2019-03-19,"25,887.38","25,987.87","26,109.68","25,814.92",342.25M,-0.10%
2019-03-20,"25,745.67","25,867.79","25,929.52","25,670.63",321.98M,-0.55%
2019-03-21,"25,962.51","25,688.44","26,009.90","25,657.78",335.25M,0.84%
2019-03-22,"25,502.32","25,844.65","25,877.01","25,501.45",386.51M,-1.77%
2019-03-25,"25,516.83","25,490.72","25,603.27","25,372.26",303.12M,0.06%
2019-03-26,"25,657.73","25,649.56","25,796.29","25,544.78",305.11M,0.55%
2019-03-27,"25,625.59","25,676.34","25,758.17","25,425.27",270.34M,-0.13%
2019-03-28,"25,717.46","25,693.32","25,743.41","25,576.69",237.17M,0.36%
2019-03-29,"25,928.68","25,827.31","25,949.32","25,771.67",300.62M,0.82%
2019-04-01,"26,258.42","26,075.10","26,280.90","26,071.69",295.57M,1.27%
2019-04-02,"26,179.13","26,213.55","26,221.24","26,122.31",250.94M,-0.30%
2019-04-03,"26,218.13","26,238.03","26,282.17","26,138.47",271.98M,0.15%
2019-04-04,"26,384.63","26,213.42","26,398.90","26,212.78",233.04M,0.64%
2019-04-05,"26,424.99","26,427.56","26,487.57","26,370.82",229.55M,0.15%
2019-04-08,"26,341.02","26,312.67","26,344.65","26,246.03",229.38M,-0.32%
2019-04-09,"26,150.58","26,243.54","26,246.34","26,103.14",244.41M,-0.72%
2019-04-10,"26,157.16","26,173.71","26,209.49","26,101.24",203.13M,0.03%
2019-04-11,"26,143.05","26,188.21","26,229.88","26,062.59",211.68M,-0.05%
2019-04-12,"26,412.30","26,357.79","26,436.68","26,309.72",369.91M,1.03%
2019-04-15,"26,384.77","26,407.76","26,424.85","26,316.42",250.62M,-0.10%
2019-04-16,"26,452.66","26,482.19","26,530.71","26,397.19",302.34M,0.26%
2019-04-17,"26,449.54","26,468.53","26,501.02","26,391.86",367.78M,-0.01%
2019-04-18,"26,559.54","26,463.37","26,602.42","26,444.53",332.85M,0.42%
2019-04-22,"26,511.05","26,510.77","26,553.05","26,458.61",232.57M,-0.18%
2019-04-23,"26,656.39","26,513.83","26,695.96","26,503.56",311.69M,0.55%
